cluster	men2012	women2012	paperN	label	men1990_2012	women1990_2012	men1989	women1989	men1900	women1900	men1901_1910	women1901_1910	men1911_1920	women1911_1920	men1921_1930	women1921_1930	men1931_1940	women1931_1940	men1941_1950	women1941_1950	men1951_1960	women1951_1960	men1961_1970	women1961_1970	men1971_1980	women1971_1980	men1981_1990	women1981_1990	men1991_2000	women1991_2000	men2001_2010	women2001_2010	men2011_2020	women2011_2020	men2010	women2010	firstM1901_1910	firstF1901_1910	firstM1911_1920	firstF1911_1920	firstM1921_1930	firstF1921_1930	firstM1931_1940	firstF1931_1940	firstM1941_1950	firstF1941_1950	firstM1951_1960	firstF1951_1960	firstM1961_1970	firstF1961_1970	firstM1971_1980	firstF1971_1980	firstM1981_1990	firstF1981_1990	firstM1991_2000	firstF1991_2000	firstM2001_2010	firstF2001_2010	firstM2011_2020	firstF2011_2020	lastM1901_1910	lastF1901_1910	lastM1911_1920	lastF1911_1920	lastM1921_1930	lastF1921_1930	lastM1931_1940	lastF1931_1940	lastM1941_1950	lastF1941_1950	lastM1951_1960	lastF1951_1960	lastM1961_1970	lastF1961_1970	lastM1971_1980	lastF1971_1980	lastM1981_1990	lastF1981_1990	lastM1991_2000	lastF1991_2000	lastM2001_2010	lastF2001_2010	firstM2012	firstF2012	lastM2012	lastF2012	firstM1900	firstF1900	lastM1900	lastF1900
5:02:09	57	12	115	Missing data	18	3	39	9	0	0	0	0	2	1	0	1	0	0	1	0	9	0	5	2	12	5	10	0	10	1	8	2	0	0	0	0	0	0	1	1	0	1	0	0	1	0	7	0	5	1	10	5	7	0	6	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	1	0	3	0	2	1	2	1	40	8	11	3	0	0	0	0
5:03	6037	858	8293	Non-parametric statistics	3731	682	2306	176	13	0	1	0	4	1	12	2	13	0	15	3	69	4	242	12	715	62	1388	117	1960	307	1584	344	21	6	69	16	1	0	4	1	10	0	13	0	15	2	56	3	187	10	482	38	857	74	1100	148	701	130	9	2	0	0	0	0	2	2	0	0	0	1	13	1	40	2	179	20	422	33	618	116	560	121	3448	408	1840	299	13	0	0	0
5:03:01	2331	416	3108	Non-parametric regression	1788	358	543	58	3	0	0	0	2	0	2	1	3	0	2	2	6	0	43	1	152	19	392	43	886	147	829	198	11	5	36	8	0	0	2	0	2	0	3	0	2	2	6	0	41	0	100	14	251	27	485	76	371	72	6	1	0	0	0	0	0	1	0	0	0	0	0	0	2	1	38	5	108	12	282	55	298	69	1272	192	732	146	3	0	0	0
5:3:1:1	50	8	114	Density function estimation	7	2	43	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	13	0	18	6	10	0	3	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	13	0	15	6	7	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	1	2	0	42	7	7	1	0	0	0	0
5:3:1:10	158	43	170	Smoothing	148	42	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	51	8	94	33	1	1	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	22	5	31	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	17	3	31	7	59	12	53	11	1	0	0	0
5:3:1:11	70	10	119	Model checking	65	8	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	33	4	27	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	18	3	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	15	0	9	3	40	5	27	3	0	0	0	0
5:3:1:14	88	9	114	Dimension reduction	77	9	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	34	0	41	9	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	24	0	20	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	16	5	49	3	26	5	0	0	0	0
5:3:1:3	105	24	134	Semiparametric estimation	86	22	19	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	17	5	47	8	37	11	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	11	5	33	5	16	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	9	1	12	1	64	17	26	2	0	0	0	0
5:3:1:6	123	16	160	Wavelet shrinkage	120	15	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	55	5	64	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	37	2	26	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	3	24	2	65	7	34	5	0	0	0	0
5:03:02	1435	167	1780	Robust estimation	742	120	693	47	5	0	0	0	1	0	3	0	4	0	1	0	15	0	57	4	210	20	443	32	459	68	235	43	2	0	4	1	0	0	1	0	3	0	4	0	1	0	14	0	42	3	138	12	270	22	257	34	114	20	1	0	0	0	0	0	0	0	0	0	0	0	1	0	15	1	55	6	145	9	155	27	83	14	850	91	454	57	5	0	0	0
5:3:2:3	206	33	192	Multivariate location estimators	163	33	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	53	2	106	20	45	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	27	1	54	9	23	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	44	8	18	5	106	16	81	13	0	0	0	0
5:3:2:5	117	13	131	Regression quantiles	92	13	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	23	0	42	4	47	9	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	13	0	27	1	20	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	0	12	3	15	3	62	5	38	6	0	0	0	0
5:03:03	1043	124	1478	Estimating dimension	520	89	523	35	0	0	0	0	0	0	2	0	3	0	9	1	18	1	63	4	220	13	239	20	244	38	242	47	3	0	13	1	0	0	0	0	1	0	3	0	9	0	15	0	43	4	147	7	143	12	129	14	94	14	1	0	0	0	0	0	1	0	0	0	0	1	3	1	11	0	56	5	76	5	82	12	84	18	585	51	313	42	0	0	0	0
5:03:04	540	66	1086	Limits for time series	286	54	254	12	0	0	0	0	0	1	0	0	0	0	1	0	15	3	47	2	80	4	118	3	140	24	138	28	1	1	3	0	0	0	0	1	0	0	0	0	1	0	8	3	39	2	59	2	68	2	86	9	64	15	0	1	0	0	0	0	0	0	0	0	0	0	7	0	6	0	17	2	36	0	38	12	52	9	325	35	157	23	0	0	0	0
5:04	3989	1027	4956	Survival analysis	2351	789	1638	238	0	0	1	0	0	0	1	0	5	0	17	2	41	7	136	10	434	49	1108	196	1287	341	927	419	32	3	45	26	1	0	0	0	1	0	4	0	13	1	33	6	93	5	255	23	572	73	553	133	275	105	8	1	0	0	0	0	0	0	1	0	3	1	8	1	36	5	124	20	333	57	423	79	311	107	1808	347	1252	270	0	0	0	0
5:04:01	3092	861	3784	Censored data	1952	684	1140	177	0	0	0	0	0	0	0	0	5	0	13	2	34	6	94	9	288	26	783	151	1052	300	791	364	32	3	39	23	0	0	0	0	0	0	4	0	9	1	28	5	62	4	168	14	410	64	440	120	218	91	8	1	0	0	0	0	0	0	1	0	3	1	6	1	25	5	82	9	239	42	352	72	269	92	1347	300	990	222	0	0	0	0
5:4:1:1	207	62	172	Rank tests	105	37	102	25	0	0	0	0	0	0	0	0	0	0	0	0	3	1	11	0	27	4	70	21	74	26	22	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	10	0	10	4	22	6	11	7	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	15	5	18	3	8	1	58	21	50	9	0	0	0	0
5:4:1:14	89	31	108	Multiple event times	78	30	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	24	5	50	25	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	6	2	11	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	10	1	9	7	22	8	24	9	0	0	0	0
5:4:1:4	148	35	230	Multivariate survival data	113	34	35	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	30	1	56	15	54	19	2	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	22	0	27	9	16	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	1	20	4	25	6	69	14	55	11	0	0	0	0
5:4:1:7	58	15	116	Regression on censored data	42	11	16	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	16	4	29	8	9	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	12	2	14	6	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	1	12	1	5	1	31	9	22	3	0	0	0	0
5:4:1:8	93	38	106	Proportional hazards model	67	33	26	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	28	6	38	14	26	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	2	13	6	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	15	1	9	3	35	14	33	5	0	0	0	0
5:04:02	494	35	767	Multivariate distributions	175	19	319	16	0	0	0	0	0	0	0	0	0	0	0	0	7	1	37	1	110	5	180	10	107	8	53	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	27	1	72	5	110	2	61	4	29	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	10	0	34	0	59	5	39	3	19	4	304	15	163	12	0	0	0	0
5:05	3936	895	4201	Categorical data	2292	629	1644	266	2	0	2	0	4	1	19	2	18	3	46	11	106	17	163	30	526	80	860	136	982	239	1169	372	39	4	105	34	2	0	3	1	13	0	15	0	36	3	80	6	119	14	315	39	506	55	457	73	480	105	18	2	0	0	1	0	4	1	3	3	10	8	23	10	37	11	132	26	225	39	273	61	362	94	2046	298	1083	254	2	0	0	0
5:05:01	2379	517	2815	Contingency tables	1120	339	1259	178	1	0	2	0	4	1	19	2	17	3	37	11	103	13	141	26	401	47	617	84	626	165	407	165	4	0	30	11	2	0	3	1	13	0	14	0	29	3	78	6	106	12	254	26	353	30	257	48	137	41	1	0	0	0	1	0	4	1	3	3	8	8	22	6	30	10	111	15	164	28	188	33	129	31	1248	167	662	135	1	0	0	0
5:5:1:1	142	15	168	Multidimensional contingency tables	15	3	127	12	0	0	0	0	0	0	0	0	0	0	4	0	4	0	27	2	69	6	26	4	4	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	24	1	53	3	17	2	3	0	4	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	3	1	11	3	5	2	1	0	2	2	106	7	25	8	0	0	0	0
5:5:1:5	126	11	139	Graphical interaction models	114	11	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	15	0	45	6	65	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	17	2	26	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	18	3	24	2	53	4	44	5	0	0	0	0
5:05:02	1179	250	1003	Causal effects	999	229	180	21	0	0	0	0	0	0	0	0	0	0	7	0	0	0	8	0	31	4	148	19	294	50	659	173	32	4	56	18	0	0	0	0	0	0	0	0	6	0	0	0	4	0	24	3	105	12	166	16	306	60	15	2	0	0	0	0	0	0	0	0	1	0	0	0	3	0	6	1	36	6	76	23	204	56	626	93	336	87	0	0	0	0
5:5:2:1	126	27	109	Unobserved covariates	67	25	59	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	19	1	33	1	30	6	33	17	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	15	1	21	0	15	1	9	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	9	1	7	3	11	4	64	14	35	8	0	0	0	0
5:5:2:2	229	48	175	Selection bias	226	48	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	40	8	177	39	6	1	17	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	24	0	84	17	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	9	5	61	11	115	17	73	17	0	0	0	0
5:5:2:6	127	22	101	Clinical trials	125	22	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	20	3	98	19	7	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	14	1	38	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	33	8	56	4	41	10	0	0	0	0
5:06	1487	158	2327	Resampling and related methods	852	124	635	34	0	0	0	0	1	0	0	0	2	1	9	1	21	3	90	4	157	6	412	24	536	71	258	46	1	2	8	0	0	0	1	0	0	0	2	0	8	1	19	3	73	2	127	4	287	16	280	33	136	25	1	1	0	0	0	0	0	0	0	1	1	0	2	0	14	2	27	2	107	7	190	27	82	17	934	85	423	56	0	0	0	0
5:06:01	836	76	1379	MLE distribution	430	51	406	25	0	0	0	0	0	0	0	0	2	1	6	0	17	3	76	4	118	3	219	15	294	35	104	14	0	1	2	0	0	0	0	0	0	0	2	0	5	0	16	3	62	2	97	1	148	11	152	14	59	9	0	1	0	0	0	0	0	0	0	1	1	0	1	0	11	2	20	2	62	4	101	16	32	5	541	41	228	30	0	0	0	0
5:06:02	581	78	847	Bootstrap and Jackknife	378	69	203	9	0	0	0	0	0	0	0	0	0	0	3	1	4	0	13	0	30	3	176	9	217	35	137	29	1	1	6	0	0	0	0	0	0	0	0	0	3	1	3	0	10	0	24	3	128	5	115	19	67	15	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	6	0	42	3	81	10	45	11	351	43	178	24	0	0	0	0
5:6:2:2	94	6	106	Bootstrap confidence levels	55	5	39	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	42	2	45	2	5	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	34	1	27	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	13	2	2	1	66	2	23	3	0	0	0	0
5:6:2:5	99	21	148	Empirical likelihood	90	21	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	12	1	40	4	45	16	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	19	3	17	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	15	1	14	6	45	12	33	8	0	0	0	0
5:6:2:6	86	7	102	Stationary sequences	75	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	9	1	42	3	30	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	6	1	20	2	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	18	1	12	1	42	5	35	2	0	0	0	0
5:07	1703	240	3134	Experimental design	766	134	937	106	1	0	1	0	1	0	1	0	5	3	21	2	87	9	218	20	325	37	306	38	400	78	331	52	6	1	16	1	1	0	1	0	1	0	5	2	18	1	66	6	150	16	218	20	195	21	196	36	128	18	4	1	0	0	0	0	0	0	0	1	3	1	19	3	58	4	83	15	81	10	154	29	118	17	984	121	518	80	1	0	0	0
5:07:01	1130	171	1680	Optimum design	579	98	551	73	1	0	1	0	1	0	0	0	4	2	12	2	33	5	120	13	211	24	187	28	299	60	257	36	4	1	4	0	1	0	1	0	0	0	4	1	10	1	24	4	81	9	136	13	112	13	145	31	95	10	2	1	0	0	0	0	0	0	0	1	2	1	7	1	36	4	56	10	53	9	114	20	93	14	612	83	363	60	1	0	0	0
5:07:02	156	28	773	Block design	27	8	129	20	0	0	0	0	0	0	1	0	0	1	8	0	23	2	27	4	29	8	43	6	18	7	7	0	0	0	0	0	0	0	0	0	1	0	0	1	7	0	20	2	19	4	24	5	35	6	11	2	6	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	6	0	5	3	6	0	7	4	1	0	123	20	29	7	0	0	0	0
5:7:2:1	82	12	349	Incomplete block design	20	4	62	8	0	0	0	0	0	0	0	0	0	1	1	0	3	0	9	0	17	2	34	5	12	4	6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	7	0	14	0	26	5	8	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	2	6	0	4	3	0	0	65	7	15	5	0	0	0	0
5:7:2:2	53	12	368	Partially balanced design	5	2	48	10	0	0	0	0	0	0	1	0	0	0	7	0	16	1	12	4	5	5	7	1	4	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	14	1	9	4	5	5	7	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	3	0	0	0	0	0	2	0	1	0	44	11	9	0	0	0	0	0
5:08	1951	254	2787	Sequential sampling	856	154	1095	100	0	0	0	0	0	0	1	0	1	0	37	1	60	5	226	7	346	28	474	63	541	86	259	62	6	2	10	1	0	0	0	0	1	0	1	0	31	1	49	4	159	5	240	14	295	36	272	34	107	20	2	0	0	0	0	0	0	0	0	0	6	0	11	1	59	2	89	13	136	15	167	24	89	17	1157	114	559	73	0	0	0	0
5:08:01	1356	183	1929	Sequential design	575	121	781	62	0	0	0	0	0	0	1	0	1	0	29	1	40	3	184	4	256	19	295	38	372	74	175	42	3	2	2	0	0	0	0	0	1	0	1	0	27	1	32	2	129	3	174	13	193	21	185	27	71	13	1	0	0	0	0	0	0	0	0	0	2	0	8	1	49	1	68	5	86	11	120	21	58	12	814	80	392	52	0	0	0	0
5:8:1:1	542	45	927	probability ratio	139	27	403	18	0	0	0	0	0	0	0	0	0	0	20	1	26	1	139	2	117	8	104	8	97	19	39	6	0	0	0	0	0	0	0	0	0	0	0	0	18	1	21	0	96	2	91	7	76	7	43	6	22	3	0	0	0	0	0	0	0	0	0	0	2	0	5	1	39	0	24	1	28	1	29	1	13	1	367	26	140	5	0	0	0	0
5:8:1:1:1	51	1	105	Sequential confidence intervals	7	1	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	10	0	19	1	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	7	0	14	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	5	0	2	0	2	0	33	1	18	0	0	0	0	0
5:8:1:1:4	68	8	106	Secretary problem	28	4	40	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	8	3	29	1	22	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	3	24	0	16	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	5	1	5	1	1	0	51	6	16	2	0	0	0	0
5:8:1:2	477	103	458	group sequential	324	77	153	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	47	6	111	20	202	49	107	28	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	29	3	64	6	98	19	35	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	14	2	34	9	70	18	36	7	232	37	157	36	0	0	0	0
5:8:1:3	250	32	391	Two population tests	71	15	179	17	0	0	0	0	0	0	1	0	1	0	6	0	11	2	30	2	82	5	53	9	40	6	25	6	1	2	0	0	0	0	0	0	1	0	1	0	6	0	8	2	21	1	48	3	33	7	25	2	12	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	7	1	27	2	18	1	12	2	8	3	156	15	75	10	0	0	0	0
5:08:02	303	25	418	Continuous inspection	168	17	135	8	0	0	0	0	0	0	0	0	0	0	7	0	13	2	24	1	34	3	76	2	105	4	44	13	0	0	0	0	0	0	0	0	0	0	0	0	3	0	11	2	19	1	24	1	50	2	57	4	18	5	0	0	0	0	0	0	0	0	0	0	4	0	2	0	4	0	9	2	20	0	31	0	18	1	182	15	88	3	0	0	0	0
5:09	342	47	627	Consistency and effects of error	149	23	193	24	0	0	0	0	0	1	1	0	6	2	12	3	23	7	24	5	60	2	78	8	89	10	49	9	0	0	2	0	0	0	0	1	1	0	6	0	12	2	20	6	18	2	46	2	52	4	53	6	24	3	0	0	0	0	0	0	0	0	0	2	0	1	3	1	6	3	14	0	21	2	27	3	13	3	232	26	84	15	0	0	0	0
6	41052	10125	40152	Organizational and marketing	23945	8174	17107	1951	3	0	8	0	5	1	34	7	73	19	203	18	892	64	2546	138	6092	445	8137	1466	11408	3485	11393	4374	258	108	794	364	4	0	5	1	31	5	66	14	174	15	706	46	1888	79	3889	275	4702	841	5770	1760	5157	1954	109	41	1	0	0	0	3	1	4	5	16	3	137	16	526	44	1719	122	2594	452	3805	1110	3813	1434	22504	5031	12711	3222	3	0	0	0
6:01	25917	6808	24680	Organizations and institutions	16829	5761	9088	1047	1	0	4	0	3	1	11	2	19	5	72	5	356	24	1028	61	3087	195	5112	907	7951	2418	8122	3122	151	68	584	264	0	0	3	1	10	2	18	4	53	4	276	19	769	30	1956	125	2984	511	4023	1224	3742	1367	72	26	1	0	0	0	1	0	1	1	7	1	54	4	208	24	877	46	1611	282	2681	765	2723	1056	13907	3313	8214	2201	1	0	0	0
6:01:01	21179	5318	19834	Strategy and structure	13046	4390	8133	928	0	0	4	0	2	1	10	1	16	3	65	5	324	23	918	53	2867	175	4475	805	6471	1953	5902	2240	125	59	384	152	0	0	2	1	9	1	15	3	46	4	250	18	684	26	1802	111	2568	455	3150	976	2585	960	60	21	1	0	0	0	1	0	1	0	7	1	50	4	188	21	819	43	1440	251	2238	609	2049	762	11171	2576	6836	1711	0	0	0	0
6:1:1:1	814	234	836	Organizational mortality	620	206	194	28	0	0	0	0	0	0	4	0	0	0	2	0	4	0	5	0	40	7	172	32	321	107	258	82	8	6	15	5	0	0	0	0	4	0	0	0	2	0	3	0	4	0	27	6	104	21	183	51	135	48	4	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	12	0	56	10	101	38	93	25	466	129	267	75	0	0	0	0
6:1:1:10	404	68	487	Foreign entry	336	61	68	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	26	0	44	7	162	17	168	41	3	3	7	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	29	4	82	8	73	19	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	12	3	65	8	67	15	205	32	150	27	0	0	0	0
6:1:1:11	892	125	568	Salesforce performance	573	101	319	24	0	0	0	0	0	0	0	0	0	0	3	0	6	0	15	0	104	3	228	28	340	51	196	43	0	0	19	2	0	0	0	0	0	0	0	0	2	0	3	0	13	0	56	2	105	10	131	25	76	17	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	33	1	83	10	127	17	60	17	386	54	308	45	0	0	0	0
6:1:1:12	271	193	300	Organizational demography	232	183	39	10	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	1	5	1	28	10	78	60	154	120	0	1	8	9	0	0	0	0	0	0	0	0	0	0	2	0	3	0	3	1	13	6	32	30	65	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	10	4	28	18	53	44	118	86	94	67	0	0	0	0
6:1:1:13	242	64	230	Strategic issues	149	46	93	18	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	28	1	64	20	83	34	57	9	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	18	1	37	16	41	17	23	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	23	4	29	7	23	3	127	38	84	14	0	0	0	0
6:1:1:14	593	105	540	Management information systems	207	71	386	34	0	0	0	0	0	0	0	0	0	0	1	0	6	0	26	0	167	6	200	31	124	38	69	30	0	0	6	1	0	0	0	0	0	0	0	0	1	0	6	0	17	0	104	3	114	18	51	21	24	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	53	1	69	9	55	10	22	8	317	56	205	28	0	0	0	0
6:1:1:15	206	18	185	Organizational size	10	1	196	17	0	0	0	0	0	0	0	1	2	0	4	0	14	0	37	3	98	8	42	5	6	1	3	0	0	0	0	0	0	0	0	0	0	1	2	0	4	0	13	0	25	2	64	4	25	4	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	1	25	4	14	1	1	1	1	0	139	11	51	7	0	0	0	0
6:1:1:16	137	76	152	Strategic change	99	65	38	11	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	15	2	23	12	53	22	44	40	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	1	18	8	25	14	18	17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	5	3	16	6	18	11	74	40	42	20	0	0	0	0
6:1:1:17	234	32	212	Corporate actor networks	72	12	162	20	0	0	4	0	0	0	0	0	0	0	0	1	3	0	16	1	45	3	108	15	39	10	19	2	0	0	2	1	0	0	0	0	0	0	0	0	0	1	3	0	11	0	35	2	70	7	26	8	12	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	1	7	1	30	6	9	1	4	0	157	19	55	9	0	0	0	0
6:1:1:18	496	85	389	Market orientation	409	82	87	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	8	0	21	0	65	3	180	34	216	46	3	2	6	1	0	0	0	0	0	0	0	0	0	0	2	0	7	0	10	0	35	2	84	16	76	16	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	6	0	26	1	66	13	62	17	215	34	163	32	0	0	0	0
6:1:1:19	269	50	245	Organizational commitment	98	26	171	24	0	0	0	0	0	0	0	0	0	0	0	0	5	2	51	1	66	5	55	19	79	15	13	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	34	1	36	2	27	9	40	6	5	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	12	0	20	1	22	6	26	6	5	4	145	24	87	17	0	0	0	0
6:1:1:2	793	208	858	Interorganizational collaborations	729	205	64	3	0	0	0	0	0	0	0	0	0	0	1	0	4	1	1	0	10	1	61	2	283	70	422	133	11	1	24	10	0	0	0	0	0	0	0	0	1	0	4	1	1	0	6	1	39	2	147	31	188	62	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	19	0	94	26	161	44	390	97	283	71	0	0	0	0
6:1:1:20	128	13	102	Managerial succession	20	3	108	10	0	0	0	0	0	0	0	0	0	0	1	0	7	0	22	0	27	2	54	8	13	3	4	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	6	0	17	0	19	1	29	2	5	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	8	0	16	5	5	1	1	0	79	5	35	6	0	0	0	0
6:1:1:21	279	51	335	Global strategy	223	47	56	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0	47	5	101	21	108	24	9	1	9	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	30	3	57	11	57	16	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	14	2	35	6	35	6	158	30	92	15	0	0	0	0
6:1:1:22	176	43	182	Organizational culture	103	22	73	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	16	3	56	19	68	17	30	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	12	2	36	10	39	10	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	17	4	21	5	10	2	104	24	52	12	0	0	0	0
